GeneID	SRR1023811	SRR1023810	SRR1023805	SRR1023808	SRR1023812	SRR1023806	SRR1023809	SRR1023807
WP_003411855.1	11882	9426	7554	3812	9963	10154	6804	4749
WP_003899260.1	1868	2097	2057	956	1844	2212	1840	1255
WP_003411863.1	3209	5269	3050	920	2442	4521	3422	1393
WP_003411866.1	3929	5288	4231	2549	3232	5646	4596	3219
WP_003411868.1	3631	4971	3599	2186	2952	5468	3751	2822
WP_003411870.1	358	374	319	189	308	380	269	263
WP_003907907.1	42	26	38	13	49	38	33	37
WP_003899261.1	1163	1393	1098	474	1006	1526	1100	674
WP_003906791.1	237	270	267	114	233	275	230	144
WP_075155208.1	573	487	629	281	532	637	544	331
WP_010924509.1	1005	916	1166	488	922	1116	925	554
WP_085972561.1	217	314	523	168	257	436	358	191
WP_003899264.1	124	104	215	88	133	150	135	92
WP_003899265.1	188	291	285	186	179	279	256	209
WP_003902166.1	359	446	704	282	302	650	499	353
WP_003899266.1	362	344	448	293	416	435	367	331
WP_003411888.1	359	271	446	226	391	350	303	293
WP_003899267.1	848	523	1014	466	837	615	680	449
WP_003909645.1	117	71	114	71	125	68	79	82
WP_003907915.1	70	46	83	39	75	68	65	52
WP_003902168.1	107	80	121	55	105	106	91	75
WP_003411901.1	53	65	49	35	49	63	49	45
WP_003411905.1	272	263	278	130	280	295	243	179
WP_003411919.1	522	421	530	316	519	496	393	345
WP_003411924.1	2133	2043	2907	1235	2057	2924	2224	1506
WP_003899270.1	4019	3281	3687	2666	3581	4271	3085	3323
WP_003411929.1	3189	2426	2810	1933	3020	3047	2435	2139
WP_003411940.1	276	213	234	93	271	224	187	119
WP_003411946.1	210	142	170	72	213	155	147	83
WP_003411952.1	430	293	398	469	416	463	315	577
WP_003411955.1	605	422	531	569	598	499	410	715
WP_003899271.1	281	178	204	265	271	210	194	324
WP_003917613.1	588	423	443	754	592	449	371	844
WP_003411960.1	489	569	464	720	502	551	469	902
WP_003411963.1	625	571	551	523	639	522	581	639
WP_003411966.1	3810	3060	3354	2792	3606	3944	3180	3563
WP_003411969.1	8120	5739	7518	7189	7745	8107	5972	8826
WP_003411970.1	1908	1418	2176	1156	2177	1920	1630	1373
WP_003411971.1	424	360	406	243	471	464	332	283
WP_003411972.1	2228	981	850	880	2109	1055	709	1107
WP_003411973.1	9327	914	638	3115	7539	868	672	4133
WP_003411974.1	428	281	332	318	452	278	272	336
WP_003411975.1	793	76	134	587	845	94	101	605
WP_003411977.1	447	80	96	266	500	84	78	285
WP_003899273.1	2664	974	715	1059	2393	841	812	1370
WP_003899274.1	2262	1538	1757	992	2207	1695	1542	1190
WP_003899275.1	3995	4950	6811	1811	3820	7494	5068	2041
WP_003917615.1	1744	2332	3176	835	1622	3599	2515	954
WP_003411992.1	1075	2412	2865	529	1083	2698	1968	639
WP_003412001.1	806	1561	1747	394	715	2093	1343	498
WP_003412005.1	1163	2332	2660	462	1008	2974	2083	539
WP_015288296.1	293	295	398	111	261	418	317	158
WP_003899278.1	4190	4994	6379	2210	3939	6533	5007	2419
WP_003412039.1	2559	2463	3398	1923	2367	3539	2826	2711
WP_003412042.1	93	87	117	51	116	107	89	53
WP_003412045.1	1839	1828	1898	831	1840	1949	1845	1051
WP_003412049.1	5577	4760	5783	2857	5709	6174	5174	3535
WP_003917616.1	2466	2039	2401	1308	2617	2694	2079	1667
WP_003899282.1	8028	9738	7480	3823	7074	9444	7637	5032
WP_003899283.1	1960	3046	2637	877	1328	3400	2289	1010
WP_003412119.1	7618	11413	12195	3328	5880	17392	10535	4026
WP_003899284.1	3114	5056	6043	1306	3179	6350	4285	1624
WP_003899285.1	3304	4953	6835	1422	3357	6777	4735	1748
WP_003904825.1	2544	3469	4619	1214	2510	4676	3051	1470
WP_003900505.1	20	18	22	12	21	34	26	10
WP_003902172.1	1528	1914	3090	877	1229	3783	2517	1353
WP_003911659.1	655	722	1050	339	452	1910	1099	605
WP_015456381.1	96	115	196	50	83	290	221	120
WP_003904826.1	3032	1539	2932	1799	2272	2971	1933	2048
WP_003904827.1	4975	3392	4608	3019	4412	4499	3131	3226
WP_003412200.1	2960	2226	2768	924	2698	3106	2167	1167
WP_003412205.1	1744	1889	1929	1830	1450	2065	1620	2413
WP_003899290.1	1417	1490	1884	1729	1302	1891	1510	1828
WP_003412208.1	763	646	1049	590	760	970	815	638
WP_003412212.1	1918	1657	2230	1240	1880	2132	1784	1413
WP_003412222.1	2235	1928	2697	1518	2517	2344	2172	1898
WP_003412223.1	2826	2362	2688	1098	2896	2921	2284	1549
WP_003412224.1	1498	1491	2010	1064	1521	2186	1515	1322
WP_003412226.1	653	581	806	534	641	919	713	623
WP_003412229.1	1695	1404	2063	1373	1598	2290	1806	1581
WP_003899292.1	1112	1082	1472	886	1052	1491	1082	1016
WP_003412235.1	4987	4199	6623	3393	5199	5988	5427	3947
WP_003902257.1	1273	1135	1402	728	1321	1431	1281	916
WP_003899293.1	677	569	731	385	683	634	627	460
WP_003412240.1	608	528	382	236	516	473	437	328
WP_003900509.1	5258	3591	3277	2316	4734	3896	3266	3062
WP_003899294.1	7654	4044	4583	3800	6777	5223	4158	4769
WP_003412252.1	4718	3205	3565	3604	4336	4057	2949	4462
WP_003412258.1	13017	6192	4838	3158	10969	5798	4468	4599
WP_003917622.1	24733	9318	5653	5836	20223	8695	6063	9019
WP_003412265.1	284	249	322	86	253	354	241	93
WP_003899296.1	913	641	965	426	877	1022	670	487
WP_003412267.1	3536	2670	3646	1757	3679	4003	2542	2249
WP_003899297.1	4705	3661	4162	2411	4639	4686	3193	2808
WP_003412277.1	1435	1358	1567	514	1409	1780	1080	789
WP_003412278.1	770	696	767	268	709	927	546	371
WP_010924520.1	2981	3490	3137	1219	2888	3973	2588	1643
WP_003412282.1	326	331	354	133	328	427	317	169
WP_003412284.1	530	522	558	217	526	626	456	294
WP_003412287.1	629	643	727	274	622	893	510	347
WP_003899302.1	950	1181	1391	463	851	1524	1028	536
WP_003412289.1	2971	3166	3531	1309	2880	3644	2836	1438
WP_003412290.1	2113	1686	1917	1126	1970	2085	1827	1410
WP_003412293.1	942	545	816	574	917	716	653	594
WP_003412295.1	820	722	978	382	776	958	673	473
WP_003412298.1	15689	6569	7333	11965	14197	9055	5706	14344
WP_003412303.1	4840	1881	2458	3929	4119	2873	1799	4612
WP_003412306.1	3636	1628	2125	3116	3163	2470	1768	3657
WP_003899304.1	7368	3706	4586	4130	7178	5054	3645	5133
WP_003899305.1	4024	2468	2744	1782	3626	3011	2460	2025
WP_003899306.1	81898	25287	13243	95447	80785	14489	20816	128556
WP_003907942.1	27582	7901	2756	15210	20548	4996	4820	23325
WP_003908846.1	20955	8989	6842	11633	19117	8933	7292	15933
WP_003412325.1	5944	3036	2922	3311	5844	3603	2800	4145
WP_003412329.1	1775	905	1175	835	1639	1125	905	977
WP_003412332.1	3171	1807	1824	1447	3122	1792	1800	1812
WP_003412335.1	2875	1341	1534	1234	2734	1671	1339	1490
WP_003900513.1	1420	1037	1638	545	1484	1293	1200	553
WP_003412337.1	514	553	862	207	554	771	637	247
WP_003900515.1	4558	4362	4507	1840	4329	4865	4008	2363
WP_003412341.1	2633	1696	2009	1050	2398	2164	1937	1283
WP_003900516.1	4188	2093	2498	1609	4135	2597	2163	1993
WP_042507580.1	2414	1682	1832	1839	2236	1945	1564	2235
WP_072461339.1	589	543	529	296	609	498	402	388
WP_003917628.1	149	92	112	112	139	117	134	141
WP_003918436.1	72	51	43	59	73	46	36	68
WP_003412352.1	166	107	126	116	169	112	100	125
WP_003412357.1	2540	1807	2285	1372	2310	2310	1619	1690
WP_003412359.1	2741	2212	2223	1346	2310	2812	1933	1648
WP_003412363.1	5387	4945	4553	2612	4654	5994	3950	3468
WP_003899314.1	19263	12535	18009	5778	19272	17377	13547	7359
WP_003903885.1	7243	6084	6619	2418	6622	8519	5597	3451
WP_003412371.1	3679	3419	3700	1462	3568	3982	3581	1910
WP_003899316.1	1421	1009	1206	432	1458	1279	1180	688
WP_003412375.1	1816	1249	969	710	1417	1244	967	934
WP_003412381.1	2758	2005	3012	1814	2793	3238	2511	2297
WP_003412384.1	2413	1707	1946	1064	2354	2210	1730	1391
WP_003412388.1	2739	1994	2251	1046	2607	2631	1822	1267
WP_003412394.1	1280	868	1089	445	1252	1226	838	572
WP_003412398.1	2254	1506	2031	874	2231	1825	1579	1037
WP_003412401.1	326	193	279	161	364	252	253	174
WP_003412405.1	207	134	148	80	218	156	118	117
WP_003412408.1	881	666	640	386	772	857	577	477
WP_010924527.1	117	81	101	69	124	131	77	73
WP_003412513.1	2090	1558	2012	1113	2164	2036	1603	1353
WP_003412514.1	2401	1903	2088	1093	2193	2410	1856	1360
WP_003412516.1	5991	3937	4626	2714	5132	6148	4123	4209
WP_003412517.1	71	22	22	27	66	37	26	43
WP_003412520.1	83	34	26	40	74	29	28	41
WP_003412529.1	8210	1152	819	819	6782	1021	870	875
WP_003412536.1	10341	2125	2497	2900	8921	2674	2071	3327
WP_003412549.1	16951	4095	6454	7512	16099	6112	4749	7821
WP_003412551.1	6836	1702	2103	2684	5914	2285	1828	3124
WP_003900520.1	4611	1162	1548	1878	4425	1602	1144	2253
WP_003412553.1	227	97	140	108	206	149	107	133
WP_003900521.1	1399	806	1020	566	1269	1086	748	642
WP_003412557.1	2420	1542	1770	907	2213	1967	1416	1008
WP_071854222.1	21	20	9	26	24	11	14	17
WP_003412561.1	1367	549	692	1012	1620	615	564	1245
WP_003907950.1	170	68	89	143	160	70	65	151
WP_003412563.1	468	140	252	313	414	247	213	351
WP_003901403.1	4912	2530	3275	3860	4528	3610	2532	4663
WP_003412568.1	3339	2022	2032	1664	3107	2523	1934	2430
WP_003901405.1	8064	3986	4050	3051	6601	5357	3788	3979
WP_003412574.1	6270	2955	2841	1851	4506	4358	2950	2582
WP_003910911.1	5787	2423	2675	1676	4234	3947	2521	2243
WP_010924528.1	371	297	406	203	407	359	290	190
WP_003412582.1	4901	4598	5207	2357	4659	5810	4298	2827
WP_003899322.1	22057	18920	25778	15959	22538	28549	19804	19612
WP_003412592.1	3953	3388	3890	1289	3757	4256	2976	1421
WP_003412596.1	927	593	637	404	806	805	598	515
WP_003899324.1	5114	3333	3688	2558	4477	4568	3369	3463
WP_003899325.1	9054	5660	5993	4689	8249	7036	4817	6045
WP_003412609.1	3487	3079	3119	3001	3398	3775	2889	4097
WP_003412613.1	1967	141	147	125	1895	118	116	171
WP_003899327.1	2091	137	207	182	1649	189	134	180
WP_003908854.1	241	65	89	65	256	95	66	79
WP_003412618.1	3136	1866	1620	1781	3013	1888	1596	2255
WP_003412627.1	21793	12026	10268	13345	19145	12394	9893	16226
WP_003412631.1	4053	4134	4589	1601	3772	5548	4198	2121
WP_003917637.1	30421	31418	36520	13522	27593	40654	30055	16440
WP_003899329.1	696	640	726	430	774	755	713	583
WP_003412642.1	5461	6279	6943	2148	5301	7219	5960	2589
WP_003412648.1	13097	12278	8479	5695	11393	11209	10335	7215
WP_003412650.1	11383	12801	7626	5289	10274	9899	9842	6591
WP_003899331.1	13526	8867	8826	5192	11082	11617	7322	6711
WP_003412656.1	8984	7286	9394	4861	9509	9431	7454	5560
WP_003412657.1	2977	2533	2936	1262	2841	3112	2431	1573
WP_003899332.1	2946	2157	2326	1100	2789	2638	2161	1444
WP_003412664.1	3016	919	642	2247	2386	701	842	2689
WP_003412666.1	12748	12764	10571	4013	10874	14092	10774	5522
WP_003412669.1	6792	7590	7248	2043	5543	9699	7057	2723
WP_003412671.1	4788	5156	5143	1375	3879	6902	4770	1780
WP_003899334.1	2157	2660	2812	1130	1953	3284	2284	1467
WP_003412688.1	1487	1028	1451	1211	1438	1367	1117	1360
WP_010924533.1	2060	1557	2157	1589	2056	2328	1562	1841
WP_003899337.1	2197	1279	2090	1114	2234	1653	1673	1342
WP_003412695.1	1796	1929	1729	796	1663	2060	1591	973
WP_003412698.1	2659	2623	2657	1362	2651	2958	2431	1688
WP_003412703.1	3085	2293	2578	1705	2928	2834	2295	2040
WP_003899340.1	31544	24030	25128	15497	28848	29908	23063	19415
WP_003412708.1	14117	9189	9357	5704	12286	11566	7805	7191
WP_003900529.1	39	22	36	30	40	27	22	40
WP_003908860.1	510	917	696	245	380	974	530	332
WP_003902275.1	463	834	572	193	415	861	506	286
WP_003899342.1	8873	9368	9851	5280	8632	11360	8626	6430
WP_003899343.1	6763	7070	6462	4113	6104	8355	5818	5242
WP_003899345.1	9160	9777	9097	6688	8124	11191	8370	8520
WP_003412725.1	6098	11205	11518	3105	5004	15682	9359	4502
WP_003412728.1	2534	1631	1481	1321	2240	1947	1366	1778
WP_003910913.1	344	209	252	170	344	281	234	269
WP_003914906.1	1967	1757	2238	1143	2044	2241	1864	1405
WP_003899346.1	191	177	235	80	222	186	160	140
WP_010886147.1	790	651	810	492	801	977	861	607
WP_003899347.1	20	14	23	13	20	19	17	15
WP_003900858.1	141	76	84	67	127	105	82	88
WP_003900859.1	329	199	291	166	285	317	226	165
WP_003412749.1	4229	5060	7039	2576	3602	7131	5436	3560
WP_003900860.1	5026	6147	7583	2835	4764	8216	6053	3473
WP_010924536.1	11330	6328	7113	9709	10757	8180	5938	11328
WP_003412757.1	10261	4412	4638	9239	8805	5624	4325	10656
WP_003412761.1	9362	3450	3942	9485	7740	4475	3318	11995
WP_003412766.1	2238	1411	1277	1627	2132	1713	1254	2262
WP_003412768.1	2041	1099	1076	1176	1779	1348	1072	1602
WP_003412771.1	5514	2564	2656	3148	4633	3234	2549	4075
WP_003899356.1	3761	2318	2501	4656	3307	2985	2231	6220
WP_003412778.1	3428	2529	2678	2322	3213	3032	2279	3060
WP_003412782.1	1232	925	1023	506	955	1165	894	706
WP_003412786.1	2011	1460	1471	929	2016	1681	1353	1195
WP_003899357.1	1071	788	836	443	1033	916	754	527
WP_003412790.1	750	540	625	380	683	636	481	468
WP_003412795.1	4837	4185	4676	3408	4678	4305	3732	3925
WP_003412798.1	3186	2658	2847	1470	3068	3010	2741	1853
WP_003412799.1	3693	3352	3731	1657	3628	4035	3288	2001
WP_003412803.1	2326	2288	2614	872	2294	2835	2341	1016
WP_003899361.1	1563	1211	1168	757	1522	1352	1228	992
WP_003901078.1	18	6	9	7	6	13	4	10
WP_009935044.1	95	46	32	57	92	37	44	53
WP_003412914.1	694	273	358	334	596	337	287	375
WP_010924539.1	1217	597	770	570	1048	864	593	669
WP_003907976.1	590	380	436	291	583	501	353	368
WP_003899362.1	435	249	242	207	331	288	199	251
WP_003412926.1	632	413	408	439	563	464	343	584
WP_003412932.1	1214	1079	1131	1164	1021	1311	1040	1373
WP_003412936.1	716	743	876	951	674	771	644	955
WP_003907979.1	422	334	364	287	355	387	302	335
WP_003412938.1	9503	2932	3366	2523	8130	3495	2828	3360
WP_003900842.1	6230	3278	4636	3212	6453	4238	3463	3316
WP_003412942.1	610	320	389	241	568	400	308	232
WP_003412944.1	2355	2262	2040	1415	1891	2674	1882	1575
WP_003412946.1	2836	3525	3267	1162	2546	4383	3402	1617
WP_010924541.1	1933	1593	1731	725	1673	2206	1506	965
WP_003917649.1	135604	63512	76035	70120	114941	103434	45854	100282
WP_003907984.1	273	253	296	171	233	324	239	264
WP_003412957.1	4697	4912	5567	3818	4210	7133	4477	5417
WP_003903929.1	383	152	280	305	394	201	165	270
WP_003412960.1	1651	1350	1067	1154	1305	1477	1096	1605
WP_003412963.1	1586	1360	988	810	1304	1477	1108	1147
WP_003412965.1	1534	1183	849	518	1274	1201	880	691
WP_010924542.1	1419	1265	1094	455	1237	1406	977	607
WP_003412970.1	1096	1070	1141	451	1040	1226	1052	516
WP_003412975.1	1009	968	976	466	935	1077	1066	504
WP_003899363.1	5553	4154	4439	2747	5029	5029	4079	3442
WP_003412981.1	1638	988	1524	873	1541	1598	1229	1128
WP_003412989.1	5569	3771	4197	2703	5145	4951	3640	3313
WP_003412996.1	6343	5555	5386	3628	5358	6965	4929	4737
WP_003412998.1	5968	6376	6276	2168	5484	7375	5960	2940
WP_003413001.1	1978	1732	2289	881	2051	2307	1806	1075
WP_003413008.1	3286	2466	2908	1506	3140	3346	2589	1950
WP_003413021.1	2390	1893	2039	1288	2128	2308	1774	1800
WP_003413027.1	8308	6430	7596	5716	7859	9127	6438	8542
WP_003900845.1	3321	2509	2496	1067	3085	3059	1959	1380
WP_003904875.1	1014	681	1016	646	1141	930	861	663
WP_003900846.1	1698	1071	2174	1236	2220	1506	1577	1278
WP_003900847.1	39	24	19	8	27	30	28	12
WP_003900848.1	123	83	127	67	118	111	103	68
WP_003901422.1	169	165	214	77	139	197	204	63
WP_003413164.1	76	76	112	37	74	88	90	32
WP_003413167.1	724	421	708	349	692	651	582	421
WP_003413174.1	1628	1103	1574	837	1750	1500	1249	1006
WP_003413177.1	2658	1656	2448	1199	2651	2406	1906	1512
WP_003413180.1	759	601	704	408	721	767	590	439
WP_003413183.1	525	473	563	329	519	600	481	315
WP_003907993.1	100	87	150	41	107	136	107	62
WP_003413190.1	677	702	805	475	669	848	652	596
WP_003413193.1	1507	1257	2183	1232	1346	2368	1684	1454
WP_003413196.1	3763	3160	4788	2727	3982	4892	3454	3175
WP_003413197.1	3097	2082	2865	2247	2821	3309	2182	3045
WP_003902305.1	20510	13025	16813	13974	18857	19096	13690	16885
WP_003413208.1	4220	3259	5321	3351	4209	4628	3895	4089
WP_003899374.1	4291	5982	6282	13106	3569	8024	4726	18251
WP_003413213.1	6480	8496	8563	16206	5510	9647	7517	21711
WP_003899376.1	2173	3381	2102	2551	1887	2966	2351	3970
WP_010924546.1	2927	4842	4799	1003	2542	5172	3343	1241
WP_003902306.1	1254	1678	1733	348	1076	2080	1257	496
WP_009936228.1	790	824	914	203	709	1087	796	300
WP_003413224.1	2714	2805	3095	835	2486	3343	2606	1188
WP_003413230.1	5693	5372	4751	1296	4957	6003	4486	1744
WP_003899378.1	3538	3316	2737	873	2998	3807	2685	1208
WP_003899379.1	3559	2901	2873	2062	3458	3097	2652	2490
WP_078440993.1	3445	3295	3585	2276	3552	3722	3221	2640
WP_003413330.1	4764	4873	6572	2398	4943	6610	5252	2933
WP_003413332.1	1504	1563	1816	599	1479	1922	1530	739
WP_003413334.1	1118	1220	1078	447	1067	1242	1029	553
WP_003413336.1	602	558	585	778	616	552	468	918
WP_003899381.1	2187	1753	1908	831	2165	2138	1675	1142
WP_003899382.1	4560	3086	3114	1589	4002	3821	2830	2205
WP_071854224.1	416	393	384	187	423	398	391	241
WP_003413345.1	1262	1238	1220	616	1107	1326	1125	729
WP_003899384.1	3027	2711	2804	1808	2723	3272	2799	2288
WP_003413352.1	3740	3135	4132	3038	4159	3598	3381	3874
WP_003413355.1	742	408	478	447	717	454	447	525
WP_003413359.1	274	329	534	472	282	617	334	692
WP_003413363.1	1598	1417	1346	652	1383	1681	1186	837
WP_003413365.1	2802	1947	2309	2140	2403	3078	1877	2929
WP_003413366.1	2098	1429	1653	1498	1825	1913	1345	1869
WP_003413367.1	4214	3147	2813	1184	3565	3301	2216	1504
WP_003413368.1	19651	13070	13977	17104	19251	15551	12364	22000
WP_003413369.1	8535	2921	2549	5071	7080	3636	2617	7330
WP_003413373.1	6181	3796	4820	3465	6876	4487	4235	4174
WP_003917653.1	8371	5972	6928	4955	7883	7512	6032	5438
WP_003413385.1	13027	9128	9141	6109	11716	10662	8447	7105
WP_003413391.1	6184	4055	4165	2090	5381	4814	4141	2545
WP_003908007.1	1850	1571	1424	607	1709	1645	1446	812
WP_003413395.1	3303	2732	3660	2107	3360	3659	2770	2326
WP_010924550.1	16458	4244	3661	6064	16025	4192	3721	7180
WP_010886152.1	3933	3195	2897	1906	4040	4036	2969	2399
WP_003413416.1	2427	2745	3612	1710	2480	3800	2848	2150
WP_003413421.1	1668	1750	2377	974	1572	2710	1808	1261
WP_003413426.1	3001	2916	5343	1880	2883	5275	3436	2309
WP_003413429.1	1166	1059	1336	789	1389	1220	1045	897
WP_003899389.1	1053	1014	1208	623	1122	1133	1057	695
WP_003413441.1	1642	1906	2273	694	1515	2531	1966	898
WP_003413444.1	524	649	760	187	466	904	636	246
WP_003899390.1	385	548	576	132	363	671	452	163
WP_003899391.1	715	957	993	320	681	1138	876	384
WP_003899392.1	1184	1834	1739	480	1099	2010	1650	651
WP_003413456.1	1141	1199	1075	658	1156	1209	1239	948
WP_003413460.1	2630	2244	2464	1294	2671	2672	2269	1608
WP_003413464.1	8084	5558	6175	2843	6957	7191	5013	3641
WP_003413465.1	1531	952	989	709	1392	1397	1013	923
WP_003413466.1	4747	3247	2972	1996	3802	3970	2656	2598
WP_003413468.1	6270	4225	4156	3252	5832	4728	3932	4095
WP_003413471.1	1068	647	505	333	936	602	479	438
WP_003917657.1	2965	3007	3661	1367	2814	3567	2843	1588
WP_003413475.1	4349	3970	3824	1883	4133	4499	3551	2428
WP_010924554.1	3480	2070	2614	1673	3303	2906	2219	2014
WP_003900533.1	2515	1812	1764	1171	2317	2331	1563	1633
WP_003413482.1	1666	978	1145	908	1590	1485	975	1259
WP_003413484.1	2354	1307	1736	1274	2385	1830	1369	1355
WP_003413486.1	7290	4560	4986	3642	6991	5475	4216	4588
WP_003413487.1	544	664	445	198	491	679	559	306
WP_009938541.1	3663	3202	3873	1693	3975	4048	3946	2108
WP_003917661.1	1485	1650	1573	862	1305	2019	1336	1230
WP_003413574.1	1704	2090	2634	1214	1533	3101	1873	1442
WP_010924555.1	1366	1188	1317	848	1216	1487	1146	1223
WP_003413583.1	1080	809	866	732	875	984	783	935
WP_003413586.1	529	402	388	563	436	430	342	705
WP_003413588.1	1411	1026	1001	1700	1292	1187	948	2277
WP_003413589.1	582	520	508	335	545	590	493	444
WP_003413592.1	2441	8277	981	379	1061	2439	2262	545
WP_003413594.1	896	2946	318	248	529	724	737	311
WP_003899401.1	1205	3921	600	533	834	991	1260	617
WP_003413598.1	916	3562	252	239	480	367	1001	217
WP_003899402.1	471	965	305	274	430	407	312	288
WP_003899403.1	807	442	260	312	754	274	303	375
WP_003413610.1	3563	1857	1204	3738	3379	1154	1334	4310
WP_003413614.1	1136	650	406	1030	1089	483	487	1285
WP_010924557.1	3790	3828	3295	2307	3258	4086	3242	2986
WP_003413619.1	3772	3770	3242	2386	3046	3974	2881	3158
WP_003413625.1	7808	8349	6155	4721	7529	6523	6374	6266
WP_003902325.1	172	177	187	103	182	168	148	183
WP_042507591.1	1035	935	1342	796	1047	1173	1036	956
WP_003899405.1	147	111	219	98	162	144	129	105
WP_003899406.1	813	614	808	345	746	722	600	391
WP_003413654.1	1232	1303	1241	435	1170	1403	1151	592
WP_003413657.1	1832	3132	2553	1247	1662	2921	2444	1819
WP_003413663.1	724	644	637	436	720	676	652	444
WP_003413665.1	914	835	652	484	912	635	736	545
WP_003413675.1	3482	18971	4976	2139	3028	5630	14250	2691
WP_003899407.1	1300	4676	1405	817	1015	1889	2949	1160
WP_003413686.1	1222	2417	1166	1047	1054	1351	1643	1422
WP_085972563.1	368	293	424	204	379	338	345	234
WP_077365235.1	145	148	164	102	190	173	167	139
WP_003899409.1	580	257	369	311	544	346	289	500
WP_003900538.1	685	421	458	479	669	559	479	652
WP_003900539.1	225	158	178	175	237	143	119	229
WP_003908028.1	149	108	91	126	169	85	70	111
WP_003899411.1	2151	1704	1127	1734	1778	1555	1356	2253
WP_003899412.1	962	1018	680	1498	854	927	816	1826
WP_078440987.1	368	223	196	205	360	257	186	255
WP_003899414.1	102	45	33	76	81	53	55	107
WP_003899415.1	50	27	20	55	40	14	24	83
WP_003899416.1	1339	864	1093	1219	1585	880	1018	1375
WP_003899417.1	1241	619	950	996	1410	706	854	1113
WP_003899418.1	1133	1061	1059	922	1382	808	925	1009
WP_003900543.1	520	351	458	423	382	514	279	520
WP_003899420.1	1178	889	1037	1141	1036	1042	779	1422
WP_003899421.1	2502	3174	2048	3696	2318	1271	2486	3620
WP_003899422.1	791	1270	507	1254	759	497	986	1591
WP_003900544.1	316	505	268	463	288	215	338	559
