GeneID	SRR1023811	SRR1023810	SRR1023805	SRR1023808	SRR1023812	SRR1023806	SRR1023809	SRR1023807
WP_003409326.1	2400	4683	4293	1109	2499	5021	5700	1301
WP_003409329.1	934	1178	1351	632	1056	1261	1332	702
WP_003899051.1	2135	2002	3516	1438	2474	2474	2752	1469
WP_003409337.1	6154	11719	8425	1706	6111	9795	7136	2335
WP_003409339.1	625	394	463	362	561	448	424	466
WP_003409345.1	3539	2623	2541	2645	3327	2894	2558	3557
WP_003899053.1	8878	6577	7449	4213	7851	8729	6596	5644
WP_003409351.1	1208	636	716	566	1103	961	648	794
WP_003409355.1	825	700	618	337	685	731	540	379
WP_010924453.1	2775	2394	2119	950	2359	2820	1945	1218
WP_003904719.1	180	132	141	90	128	195	137	119
WP_003409362.1	1129	850	848	670	962	1055	806	852
WP_003409374.1	3806	3993	4081	1970	3489	4457	3769	2624
WP_003899055.1	6534	5342	5506	3752	5519	6486	4544	4850
WP_003899056.1	2803	4108	5047	1299	2857	5988	4137	1499
WP_003409380.1	14594	17799	23496	6559	15103	23660	19368	8001
WP_003899057.1	50192	75275	80856	22497	50294	85471	75533	27775
WP_003409385.1	277	241	333	141	288	241	243	156
WP_072557015.1	1281	979	1101	737	1099	1056	951	914
WP_003899059.1	1802	1068	1066	823	1386	1240	1054	1048
WP_003910872.1	972	913	946	371	790	934	889	533
WP_015290210.1	219	218	217	89	165	211	195	119
WP_003409398.1	4551	4136	4461	1724	4161	4594	3729	1961
WP_003899060.1	3716	3142	4351	1861	3529	4265	3463	2283
WP_003409401.1	1777	1626	2127	956	1826	1877	1652	1079
WP_003899061.1	3071	3703	3284	1464	2937	3929	2994	1809
WP_003409406.1	8073	11624	8181	4344	6795	10527	9384	5297
WP_003899062.1	1727	2507	2951	631	1581	3225	2275	756
WP_003409413.1	1707	2123	3259	729	1586	3562	2449	872
WP_003409417.1	8823	16988	17484	3670	7425	25090	15052	4801
WP_003409420.1	11651	22058	26825	5833	9590	34042	19575	7541
WP_003899064.1	5100	7966	7140	1474	4812	8780	5925	1924
WP_003409456.1	28308	40026	36119	7138	23379	49357	29532	9692
WP_003906694.1	219	167	254	104	262	215	185	80
WP_003899065.1	15399	11452	18414	7598	16039	16251	13884	8220
WP_003409492.1	4182	2968	3705	2303	3873	4105	2929	2846
WP_009938433.1	212	116	150	121	204	159	133	131
WP_003409496.1	276	166	204	130	268	191	155	138
WP_003409500.1	522	329	353	162	467	356	291	207
WP_003409503.1	599	277	333	209	445	349	324	292
WP_003409509.1	7211	8758	8179	4241	6815	8853	7442	5368
WP_003409512.1	2781	3651	2814	1454	2313	3604	2741	1905
WP_003409515.1	1870	2000	1904	1218	1548	2128	1698	1468
WP_003409518.1	2436	2358	2155	2716	2060	2581	2071	3318
WP_072139296.1	284	221	259	153	279	248	253	163
WP_003409526.1	2077	1431	1519	820	1872	1718	1422	1019
WP_003409533.1	1057	791	785	416	996	911	716	535
WP_003409536.1	2219	1625	1738	1462	2176	2040	1658	1957
WP_078440986.1	16702	10232	12960	10432	16602	12592	11863	13418
WP_003409539.1	6129	6112	6787	3734	6205	7039	6774	4701
WP_003900426.1	7035	5673	6426	3242	7441	6636	5978	4074
WP_003900427.1	3829	2729	3107	1991	3839	2996	2775	2207
WP_003409542.1	808	677	995	356	753	903	860	328
WP_003409543.1	5250	5776	7869	2411	5350	6250	6168	2660
WP_003899072.1	3194	3064	4300	1759	3118	4737	3174	2091
WP_003900428.1	3081	2616	3948	2173	2897	3869	2816	2600
WP_003899074.1	1442	1207	1623	969	1486	1611	1103	1207
WP_003899075.1	11882	12475	10886	9987	9779	13770	8578	11724
WP_003409564.1	1082	851	887	1458	1002	851	699	1621
WP_003409566.1	1339	894	694	673	1266	779	691	960
WP_003409568.1	4008	2080	1915	2382	3778	2293	1845	2986
WP_003899079.1	2690	1568	1190	1151	2065	1566	1178	1553
WP_003409574.1	1339	758	839	639	1241	839	820	764
WP_003409577.1	1169	568	838	587	1268	702	621	579
WP_003409584.1	19686	13132	11193	10282	16663	14087	11359	13247
WP_031651906.1	1648	1205	1455	889	1446	1621	1197	1168
WP_003904733.1	31	64	80	22	43	96	59	23
WP_003906700.1	5954	10311	10647	2114	5010	12466	8163	2230
WP_003899082.1	4872	3451	4053	1244	4057	5336	3895	2006
WP_003900432.1	1696	1570	1469	975	1666	1574	1441	1197
WP_003409666.1	1192	895	956	652	1151	1011	840	712
WP_003409667.1	2100	982	896	2214	2005	949	746	2568
WP_003900433.1	5461	4539	4160	2664	4846	5088	3685	3069
WP_003900434.1	3277	2651	2910	1082	3019	2928	2603	1363
WP_003409680.1	46231	45942	41022	31632	41385	51689	39685	42583
WP_003409684.1	8219	9227	7994	4509	7119	11010	7412	6214
WP_003409685.1	1262	1076	1216	1136	1310	1156	1010	1362
WP_003409694.1	254	214	195	117	217	233	179	159
WP_003899087.1	458	315	279	266	405	335	328	352
WP_003409700.1	7748	8854	6873	2073	6910	8572	7327	2754
WP_003900437.1	4809	5776	3899	1316	4054	6097	4573	1806
WP_010924467.1	370	268	350	185	380	339	339	207
WP_003409707.1	357	264	294	188	327	310	271	239
WP_072461325.1	121	93	78	72	105	92	86	91
WP_003904740.1	685	634	526	452	656	670	552	590
WP_003409714.1	2819	1658	1519	2902	3006	1395	1359	3076
WP_003899091.1	580	442	363	346	528	453	370	455
WP_003409718.1	296	265	227	216	296	301	225	278
WP_003899092.1	858	747	776	601	787	989	688	721
WP_003409775.1	3271	3280	3941	1316	3150	4541	3436	1577
WP_003409778.1	1516	1093	1219	568	1307	1413	1215	729
WP_003409780.1	1819	1412	1390	685	1665	1662	1353	871
WP_003409784.1	1117	868	674	513	995	950	739	719
WP_003903691.1	2822	1564	1984	2839	3122	1569	1648	3283
WP_003899095.1	2355	1006	1548	1266	2456	1317	1225	1382
WP_003409869.1	1894	1256	1793	885	2030	1856	1568	1047
WP_003409870.1	483	365	431	231	487	533	411	276
WP_003899096.1	249	204	233	180	256	215	173	137
WP_003899097.1	380	307	321	200	363	371	284	224
WP_003409876.1	637	444	462	269	551	518	393	360
WP_003409877.1	1249	929	936	553	1126	1047	765	741
WP_003409878.1	954	1127	1511	516	1076	1262	1046	614
WP_003409881.1	663	845	866	290	666	923	665	338
WP_003911744.1	1435	2415	3443	2132	1515	2371	2860	1919
WP_003409883.1	868	1422	998	826	733	1330	984	1050
WP_003409886.1	1048	774	781	438	930	919	600	570
WP_003899098.1	1254	1042	1102	462	1201	1175	954	575
WP_003901296.1	1235	935	1179	551	1272	1221	933	585
WP_003409896.1	809	606	694	354	849	754	666	393
WP_003409899.1	901	737	705	363	1050	802	817	493
WP_003917554.1	554	438	565	250	561	538	392	310
WP_003409913.1	1108	948	983	431	1037	1072	848	615
WP_003899100.1	1059	827	974	581	1018	1075	709	666
WP_003409919.1	1395	1188	1106	847	1339	1528	1073	1111
WP_012054185.1	158	144	122	73	134	130	117	115
WP_003901297.1	189	141	131	283	177	163	139	377
WP_003899101.1	444	375	361	535	353	434	363	672
WP_003899102.1	320	348	309	428	275	410	283	518
WP_003900443.1	412	326	350	403	359	408	328	558
WP_003899104.1	344	317	341	434	307	419	254	517
WP_003904746.1	342	299	332	359	293	371	263	490
WP_003899106.1	555	460	444	388	510	505	427	475
WP_003899107.1	411	366	420	421	400	449	347	506
WP_003899108.1	438	458	458	382	413	438	421	468
WP_003899109.1	368	357	303	267	283	346	293	388
WP_003899110.1	246	235	190	183	217	232	207	240
WP_003899111.1	180	173	155	142	185	165	155	176
WP_003899112.1	705	729	569	396	624	708	671	486
WP_003899113.1	546	418	436	330	486	542	428	470
WP_003899114.1	2145	1712	1592	1373	1869	2112	1625	1931
WP_003409942.1	2473	2099	1783	915	2118	2078	1587	1098
WP_003899115.1	3007	1828	2325	1285	2965	2314	1949	1319
WP_003409954.1	8537	5649	5339	3475	7884	5833	4973	3746
WP_003899116.1	7952	13537	17058	4322	7173	18552	11776	5036
WP_003899117.1	3387	7244	8260	1798	3023	9364	6222	2335
WP_003409968.1	2799	5559	6818	1802	2690	7358	5408	2076
WP_010924471.1	2072	1468	1727	884	1855	1928	1467	1026
WP_003409976.1	2620	1915	1969	756	2229	2496	1632	1033
WP_003409980.1	831	305	360	313	874	362	319	385
WP_003409986.1	953	536	586	437	913	600	506	618
WP_003409989.1	2878	1598	1260	736	2594	1421	1366	1019
WP_003409992.1	5912	5727	6753	3806	5729	6749	4971	4327
WP_003900446.1	1633	1561	1687	792	1374	1830	1651	1223
WP_003409997.1	1066	1606	1738	590	1112	1756	1639	835
WP_003410001.1	1933	1666	1296	1196	1475	1894	1525	1670
WP_003410003.1	2369	1765	1467	1444	1865	1925	1718	1881
WP_003917558.1	498	390	299	239	485	349	393	334
WP_003410009.1	597	601	497	278	575	518	506	363
WP_003410010.1	491	404	421	254	429	450	401	306
WP_003410014.1	411	429	333	197	384	387	398	268
WP_003899120.1	2905	4759	3628	2428	2501	3957	3599	3173
WP_003410017.1	635	1412	931	406	501	1072	1067	589
WP_003410018.1	575	1683	1150	476	433	968	1211	630
WP_003410019.1	253	322	231	143	191	288	216	195
WP_003917559.1	784	1491	860	901	617	1025	941	1114
WP_003410027.1	1388	3081	779	643	1079	994	1174	883
WP_003899122.1	2025	3571	960	585	1393	1336	1590	796
WP_003410039.1	211	204	151	218	195	188	131	241
WP_003410042.1	2545	1430	1404	807	2088	1601	1114	1102
WP_003900448.1	1483	791	886	544	1370	900	706	627
WP_003899124.1	2347	1533	1373	836	1967	1737	1176	1076
WP_003410049.1	1171	1482	731	691	930	903	804	806
WP_003410057.1	1455	1953	1071	1681	1155	1531	1054	2077
WP_003410060.1	1772	1802	1047	1539	1206	1446	1137	1956
WP_003410063.1	4977	6273	3314	4318	4320	3605	3279	4888
WP_003410065.1	1108	5367	543	298	648	564	1278	315
WP_003410070.1	670	462	416	528	594	419	347	603
WP_003899127.1	1375	767	1223	919	1419	1154	977	1212
WP_003410075.1	1764	1078	1736	1186	1806	1726	1304	1465
WP_003410078.1	310	280	307	224	270	319	241	303
WP_003410080.1	379	361	329	168	296	428	253	215
WP_003899129.1	474	370	517	324	539	429	331	325
WP_003912707.1	383	255	428	283	469	277	290	299
WP_071854215.1	156	62	54	68	126	68	63	82
WP_003899131.1	592	282	293	261	491	391	265	330
WP_015345103.1	490	262	391	216	442	272	244	237
WP_003410103.1	649	379	344	311	535	364	303	365
WP_003410108.1	1991	1561	1316	944	1652	1509	1400	1141
WP_003410114.1	990	695	709	357	847	741	645	403
WP_003410120.1	1254	949	894	456	1030	1064	790	536
WP_003410124.1	1671	1112	1051	630	1323	1351	1095	886
WP_003900449.1	1841	1310	1447	875	1584	1716	1266	1121
WP_003410131.1	599	552	606	275	558	757	576	393
WP_003900450.1	1141	1601	1882	507	927	2125	1398	665
WP_003410133.1	97	115	163	47	111	148	127	40
WP_003917565.1	1666	1702	2030	750	1715	2137	1429	886
WP_003900451.1	6723	5994	7144	3617	6156	7803	6084	4500
WP_003410146.1	1916	979	676	779	1610	801	739	1086
WP_003410150.1	685	589	531	339	627	658	580	509
WP_003899138.1	1415	1464	1308	752	1152	1685	1256	935
WP_003410171.1	613	1741	332	167	322	458	665	216
WP_003899139.1	516	1737	256	115	241	355	552	148
WP_003410178.1	3612	23956	1920	517	1428	4118	5778	711
WP_003410189.1	4067	28187	1551	371	1215	2959	6772	483
WP_003410193.1	879	1544	477	361	782	482	601	409
WP_003410196.1	3623	2658	2184	1488	3381	2751	2081	2042
WP_003410200.1	2326	1330	848	1703	2408	856	1359	2547
WP_003899141.1	1592	1428	991	1023	1382	1182	1190	1314
WP_003899142.1	1480	1347	952	925	1337	1271	1038	1076
WP_003410214.1	2662	1202	929	1708	2406	1066	1057	2269
WP_003410218.1	654	230	312	322	586	265	263	345
WP_003410221.1	486	175	223	285	473	221	200	295
WP_003410224.1	1112	480	522	574	1077	485	512	597
WP_003410228.1	1662	787	708	920	1546	794	742	1007
WP_003899143.1	2016	1494	1244	1867	1968	1532	1326	2521
WP_003410243.1	2840	1934	1973	3289	2704	2012	2011	3973
WP_003410246.1	150	111	80	79	174	105	115	86
WP_003899145.1	3489	3059	2729	2068	3075	3080	2822	2590
WP_003899146.1	2461	1999	2080	814	2358	2197	1839	991
WP_003410309.1	4078	2979	3439	1790	4075	3947	2990	2179
WP_010924479.1	18858	13050	15495	7328	16523	18355	13820	8540
WP_003410590.1	886	763	1366	409	1090	1239	971	501
WP_003410601.1	3112	1741	1723	1524	2532	2135	1634	2309
WP_003902238.1	8993	5848	5809	4598	8108	6636	5842	5862
WP_010924481.1	6006	3911	3192	4450	5842	3661	3566	6055
WP_003410608.1	5806	3826	2596	4912	5033	3311	3311	6504
WP_003410610.1	3274	5697	3172	805	2583	4947	3702	1160
WP_003410619.1	612	619	545	144	557	613	492	191
WP_003410624.1	385	261	187	103	303	238	225	120
WP_003410628.1	420	229	248	128	378	227	217	137
WP_003410631.1	353	187	208	86	289	227	173	109
WP_072140119.1	3053	3902	3171	965	2622	4517	3157	1291
WP_003410645.1	3281	3746	2942	1034	2704	4095	2803	1475
WP_003410648.1	5791	6075	7118	2769	5861	7673	5983	3537
WP_003410651.1	64	64	43	41	57	60	48	55
WP_003410654.1	479	420	441	222	425	613	354	325
WP_003900454.1	2734	2318	2198	1513	2510	2842	2042	2010
WP_003410658.1	1623	1332	1295	682	1434	1692	1522	939
WP_003410659.1	3494	3367	3304	1667	3536	3913	3133	2220
WP_003899152.1	4055	3820	4403	1256	3767	4737	3589	1472
WP_003410677.1	3825	3945	3677	1175	3252	4485	3528	1565
WP_003410678.1	2912	1649	2044	899	3044	2056	1564	1136
WP_003900455.1	1223	918	1034	451	1271	1141	941	605
WP_003906733.1	572	603	662	222	635	721	578	300
WP_010924485.1	1394	1327	1308	525	1268	1426	1088	731
WP_003899156.1	913	887	760	349	840	992	725	495
WP_003899157.1	4352	5500	7421	2486	4715	7678	5733	3120
WP_003899158.1	4514	5698	7013	2198	4313	7885	5494	2852
WP_003410693.1	475	274	347	177	462	289	260	173
WP_003899159.1	1184	709	725	396	955	838	563	498
WP_003410695.1	338	186	192	104	223	225	137	151
WP_003410700.1	673	367	313	161	477	507	326	223
WP_003410703.1	3312	2481	2264	1378	2974	2903	2196	1705
WP_042507569.1	5046	4581	5556	2070	4958	4976	4547	2390
WP_003900458.1	4711	4446	4991	1662	4364	5055	4477	2127
WP_003906737.1	1889	1860	1926	675	1715	2037	1921	821
WP_010924488.1	3424	3068	3455	1525	3115	3503	2885	1607
WP_003900461.1	3491	4233	3504	1212	3150	4520	3432	1605
WP_003410726.1	460	342	579	238	413	583	464	260
WP_003410728.1	636	280	327	1249	665	210	307	1210
WP_003410730.1	87	34	31	60	71	30	62	58
WP_003410735.1	1490	1036	1238	907	1519	1175	1084	1142
WP_003410743.1	1046	417	370	763	1054	414	425	940
WP_003410750.1	2849	2068	1799	990	2494	2421	1947	1481
WP_003410762.1	11477	10010	8175	6177	9586	10427	8656	8151
WP_003899167.1	4981	5607	7285	4311	5295	7951	6227	5000
WP_003410764.1	6685	5574	6302	4094	6475	6556	5379	4798
WP_003410768.1	10971	8143	11212	6747	10813	8970	7684	6883
WP_003410772.1	2696	2497	2394	1386	2413	3094	2117	1860
WP_003410775.1	3757	2742	3308	2644	3573	4003	2754	3345
WP_003410781.1	10502	7211	9154	8245	10500	8736	7553	9199
WP_003410786.1	459	434	461	272	447	589	419	379
WP_003900464.1	9261	4874	4800	4582	8959	5261	4568	5456
WP_009938463.1	20056	14951	16336	7726	19752	19092	13634	10452
WP_003410793.1	5189	4067	4691	2139	5005	4957	3948	2815
WP_003410811.1	1745	1418	1883	990	1713	1783	1317	1134
WP_003410814.1	960	731	1014	567	952	1040	717	746
WP_003410816.1	144	159	168	127	186	171	141	125
WP_071854246.1	158	182	244	84	131	228	172	110
WP_003410820.1	112	59	49	33	89	65	67	47
WP_003900467.1	2241	1841	1678	848	1866	1861	1497	981
WP_003899174.1	6219	4821	6049	3512	5888	6632	5025	3873
WP_003411023.1	8645	7213	7511	4598	7866	9467	7132	5740
WP_003411026.1	4934	3810	3929	2458	4604	4342	4155	3199
WP_003907864.1	5380	4263	4946	2561	4806	5620	4102	3309
WP_003411031.1	2192	2703	2440	603	1862	3169	2298	852
WP_003411033.1	5688	5979	6806	3041	5618	6346	5101	3319
WP_003411035.1	21552	20929	17157	16714	18188	20296	18766	19681
WP_003900470.1	620	439	605	287	660	514	418	329
WP_003411038.1	679	619	677	299	686	741	584	341
WP_003411041.1	1434	1354	1565	699	1288	1871	1251	906
WP_003899178.1	1875	2294	2036	646	1816	2692	1940	883
WP_003900471.1	2635	2582	2495	926	2313	3025	2207	1122
WP_003411047.1	1288	1134	873	519	1200	1312	873	722
WP_003899180.1	384	307	297	122	347	352	287	163
WP_072557016.1	3167	1467	1965	1536	3226	1959	1669	1896
WP_003917590.1	17647	7790	8641	7961	16480	9858	7507	10208
WP_003411060.1	3965	2523	2929	2631	3732	3422	2695	3295
WP_003899182.1	6924	6264	8972	3279	6903	8587	7079	3689
WP_003411082.1	2001	2100	2877	959	2087	2711	2307	1177
WP_003411086.1	4220	5694	5299	1692	3784	6261	4693	2368
WP_003411091.1	5035	4365	5290	2735	4641	5481	4786	3338
WP_003411096.1	4250	3974	4561	3050	3889	5252	3839	3967
WP_003411099.1	1848	1288	2193	794	1954	1512	1315	865
WP_003411101.1	2794	2388	2498	2102	2631	2918	2266	2836
WP_003411102.1	3544	2600	3247	4392	3116	3787	3017	5905
WP_003411103.1	2024	1815	2195	1097	2118	2336	1831	1368
WP_003411105.1	4727	3847	4172	2847	4455	4730	3300	3399
WP_003411107.1	15567	11289	11491	13587	16251	10536	10287	15749
WP_003411110.1	4891	3965	5356	2790	4950	5115	3652	3037
WP_003411112.1	3277	2424	3015	1319	2954	3104	2346	1619
WP_003411116.1	5100	4442	4153	1914	4769	5410	3865	2730
WP_003411119.1	3414	2995	2296	1176	2807	3064	2093	1556
WP_003411121.1	3977	2919	2711	1820	3462	3479	2448	2267
WP_003411124.1	853	544	706	395	831	675	568	496
WP_003411127.1	1729	1041	1811	1259	1893	1222	1105	1251
WP_003411129.1	2215	1715	2011	1546	2078	2430	1721	1998
WP_003411130.1	6767	4670	6250	3030	5490	7104	4460	3295
WP_003411131.1	16555	20053	20621	9740	14419	23923	15462	11695
WP_003900476.1	3177	2587	2610	1666	2727	3363	2394	1913
WP_003899187.1	21761	25015	25278	8579	18306	31086	21300	11599
WP_003411137.1	1768	1750	2359	998	1680	2330	1806	1164
WP_003411140.1	3240	3499	4041	1955	2937	4602	3718	2560
WP_003411144.1	13026	16939	16617	6511	11242	20863	14479	7942
WP_003411157.1	2944	3030	4013	1748	3112	4229	3315	2192
WP_003411159.1	4248	4348	5418	2722	4353	5869	4390	3320
WP_003899190.1	5708	6460	6324	3692	5470	8011	5580	5481
WP_003411165.1	13124	12521	14006	7665	12471	15781	11767	10064
WP_015345110.1	7990	8181	9768	4905	7773	11207	8300	6469
WP_003411171.1	5309	5995	7472	4039	5017	8312	5859	4564
WP_010924499.1	4451	5390	6321	3971	4100	8541	5188	5356
WP_003411189.1	16302	24313	23251	17707	15307	29667	20168	25605
WP_003899194.1	21657	35351	28999	22369	17438	40555	29997	35000
WP_003411201.1	23564	35563	34906	22900	21283	44766	33970	32325
WP_009939865.1	23825	20567	21370	11389	20855	29266	21917	16658
WP_003917596.1	11859	7703	8079	6375	10599	9576	6730	8252
WP_003899197.1	12099	8671	7505	6982	10830	9307	6338	9688
WP_003411221.1	7365	4202	5115	4489	7307	5242	3753	5320
WP_003411225.1	10603	5703	8254	6605	10042	8085	5704	7907
WP_003411231.1	6546	4966	4648	5674	5212	5024	4566	7279
WP_003411235.1	792	620	709	344	793	712	608	438
WP_003411238.1	2954	2368	2608	1006	2859	3026	2165	1280
WP_003411241.1	6575	3312	4153	2415	6533	4219	3375	2692
WP_003411245.1	4112	3258	3396	1963	4024	3949	2914	2591
WP_003917598.1	3531	3088	3573	1495	3483	3693	3056	1924
WP_003900481.1	1439	1149	1460	1021	1461	1501	1420	1210
WP_003899202.1	1675	1409	1727	831	1708	1694	1399	1074
WP_003905774.1	229	113	103	147	201	121	93	144
WP_003917601.1	9184	9259	9507	4263	7964	11456	8049	5329
WP_003411331.1	696	514	398	283	657	542	402	345
WP_003411335.1	1296	943	1022	752	1391	1209	950	935
WP_003411339.1	7413	5488	6125	4359	6653	7063	5155	5792
WP_003411341.1	11125	8730	7249	6303	9537	9020	6440	7829
WP_003411344.1	2776	1492	1870	1207	2525	2417	1687	1487
WP_071854216.1	8858	5676	5634	3732	7797	7179	5105	4980
WP_003411354.1	5861	3595	3306	2289	4926	4146	2883	2739
WP_003411357.1	787	565	719	350	791	814	591	397
WP_003906768.1	9914	16783	13000	4648	7993	17170	11362	5870
WP_003411369.1	3167	2324	2367	1717	3459	2450	1804	2028
WP_003411371.1	1066	1475	2248	444	1186	2307	1726	499
WP_003411373.1	16653	26670	37625	5844	17311	37391	28007	6863
WP_003411376.1	262	181	240	96	199	261	218	117
WP_003901350.1	1293	1284	1585	732	1348	1779	1365	971
WP_003411387.1	2431	2241	2668	1165	2433	3280	2382	1536
WP_003411389.1	11568	8656	10311	6572	10652	11457	7418	7723
WP_003411392.1	10902	7926	8728	4421	9513	11057	7074	5929
WP_003411396.1	18284	14220	15185	7440	15939	18575	12304	9082
WP_003899212.1	26185	20914	22983	12776	23875	27319	18803	15374
WP_003899213.1	4855	4019	4995	2709	4167	6285	4232	3628
WP_003411405.1	4540	3095	3995	2083	4125	4255	3034	2711
WP_003411408.1	6488	4810	6275	2358	5514	7075	4513	2818
WP_003899214.1	15179	11855	13351	5230	12299	16104	10010	6336
WP_003411413.1	5846	4088	4870	2318	5836	5203	4073	3004
WP_003411414.1	10330	8022	7320	4402	8468	9479	6912	5776
WP_003411415.1	10909	8020	7281	4538	9165	9738	7118	6047
WP_003411418.1	12714	8032	8770	6488	11224	9695	8198	7431
WP_003411420.1	1306	924	1550	792	1463	1361	1200	897
WP_003411425.1	4341	3930	3492	1957	3809	4384	3168	2623
WP_003411429.1	4307	4619	4149	1932	4086	5299	4115	2648
WP_003899217.1	4113	4799	4892	2341	4005	5729	4700	3136
WP_003899218.1	2849	1900	3227	1963	2932	2883	2421	2080
WP_003411438.1	3712	3667	4055	2055	3344	4892	3374	2499
WP_003411440.1	7924	6472	7317	3059	7293	8351	6057	3836
WP_003411442.1	3479	2925	3564	1724	3461	3427	3121	2109
WP_003899220.1	10580	8881	7947	4024	9104	10677	7571	5566
WP_003411445.1	12233	9889	11311	4997	11560	12645	9530	6639
WP_003411450.1	16745	13726	11782	8421	13828	15408	10408	10858
WP_003411454.1	5235	4529	4287	3153	4592	5491	3800	4208
WP_003411458.1	5337	3625	3929	4762	5461	4514	3584	6437
WP_003411460.1	7208	5594	4791	3915	6752	5649	4865	5015
WP_003411463.1	7548	5151	4835	4396	6419	5793	4583	5547
WP_003411466.1	1583	1241	1089	841	1334	1428	1172	1216
WP_003411475.1	19108	19527	14332	4276	15732	19615	13933	5649
WP_003917603.1	12222	10251	10170	8821	11670	12209	9490	11491
WP_003411482.1	9930	9088	10749	5547	9420	11241	9264	6530
WP_003411484.1	4236	5246	5917	2577	4140	6554	4373	3270
WP_003411486.1	7054	6350	4871	4603	6342	5989	5664	5907
WP_012054189.1	25	26	24	49	41	19	26	60
WP_003411489.1	8018	4730	4304	4210	7558	4605	4057	5542
WP_003899224.1	5376	3771	3089	1813	4825	4050	2716	2388
WP_003899225.1	2005	1108	1493	890	2039	1272	1159	971
WP_003899226.1	2513	1439	1784	1200	2387	2012	1643	1434
WP_003411501.1	1686	1145	1150	744	1555	1497	1063	1016
WP_003411503.1	2113	1650	1690	971	2148	2008	1690	1164
WP_010886140.1	435	186	378	167	436	262	271	184
WP_003411507.1	1763	1342	1237	1117	1751	1471	1194	1341
WP_003411510.1	1309	973	832	866	1203	981	794	1024
WP_003411514.1	2029	1397	1339	1181	2024	1514	1274	1440
WP_003901355.1	873	702	725	396	875	771	634	536
WP_003901356.1	2377	2853	3230	1119	2413	3272	2800	1331
WP_003899229.1	2016	1571	2828	995	2061	2437	2411	1201
WP_003411527.1	2364	1752	2609	1195	2133	2814	1958	1466
WP_003411534.1	2840	1707	2351	1338	2087	2915	1901	1714
WP_003902146.1	4644	3729	3484	1730	3819	4809	3277	2546
WP_003911788.1	14094	11682	9989	6184	11926	12996	10141	7923
WP_003411543.1	2388	1992	2003	1074	2085	2312	1707	1384
WP_003411559.1	28326	30416	35097	11755	24797	40728	24143	17032
WP_003411565.1	34716	33276	39497	12599	30565	43880	25496	14413
WP_003411571.1	50302	55753	55489	21118	40950	72154	42078	25775
WP_003899231.1	20275	21239	23656	10736	18164	28877	18254	11810
WP_003900487.1	22791	19958	27108	12950	21622	30878	19872	15482
WP_003411581.1	1450	1121	1712	569	1608	1593	1236	662
WP_003411591.1	806	751	695	482	704	885	714	695
WP_003411595.1	380	407	316	216	310	442	325	288
WP_003411596.1	2921	4337	3813	1219	2488	4828	3668	1608
WP_003411608.1	603	659	695	368	495	782	567	494
WP_003411611.1	682	496	410	400	586	502	376	484
WP_003902152.1	1799	734	820	834	1601	919	722	1103
WP_003411612.1	4293	1987	2262	2132	3809	2842	1977	2936
WP_003411615.1	12899	6827	8344	8824	9974	10318	7496	11982
WP_003411619.1	2701	2505	2549	947	2438	3027	2450	1087
WP_003411622.1	4891	3662	3937	1573	4176	4921	3721	1795
WP_077368069.1	294	112	230	126	274	173	213	112
WP_003899236.1	5502	4994	4790	2237	4806	5836	4343	2787
WP_003411632.1	2835	2530	2660	1183	2817	2750	2482	1467
WP_003901363.1	1414	1302	1233	518	1321	1593	1261	698
WP_003899238.1	1189	1004	1017	731	1150	1197	900	975
WP_003899240.1	2298	1841	2282	1280	2353	2471	1863	1578
WP_003899241.1	493	497	529	206	486	636	448	271
WP_003917608.1	1837	1585	1514	1542	1916	1491	1733	1867
WP_003411661.1	1599	806	721	678	1368	837	648	833
WP_003411663.1	2298	1266	1088	1076	2020	1215	994	1389
WP_003902155.1	279	226	287	223	377	256	213	215
WP_003411668.1	3106	1268	2871	1948	2716	2147	2267	2055
WP_003899242.1	3031	1699	2176	930	2598	2458	1845	1117
WP_003411674.1	2259	1492	1614	733	2097	1910	1430	1118
WP_003411678.1	654	508	488	263	680	647	503	331
WP_003903830.1	226	113	166	129	234	120	95	122
WP_003411681.1	3786	1470	1941	1459	3853	1782	1431	1476
WP_003411685.1	3719	1429	1703	1254	3517	1848	1487	1502
WP_003411688.1	1617	749	779	701	1422	980	696	855
WP_003411690.1	5416	4299	3817	3415	4169	5404	3381	4531
WP_003411694.1	1133	550	699	684	1152	593	528	779
WP_003411696.1	547	328	300	233	534	351	304	258
WP_003902159.1	84	16	32	21	63	40	42	30
WP_003899248.1	3923	2259	1712	1441	3458	2090	1764	1760
WP_003411704.1	3555	2461	2211	1665	3178	2365	2110	2063
WP_003411707.1	1473	1259	979	639	1274	1234	975	784
WP_003411714.1	1964	1397	1432	810	1875	1465	1211	941
WP_003900492.1	4576	1322	1016	1182	4134	1165	1086	1560
WP_003411717.1	9373	2608	2184	2672	8609	2265	2204	3077
WP_003900493.1	4820	2638	3409	2976	4705	3439	2706	3813
WP_003899253.1	6822	3276	4083	5724	6787	3944	3391	6617
WP_003411731.1	866	390	538	669	877	548	466	879
WP_003899254.1	960	699	968	656	844	927	856	727
WP_003899255.1	2411	2241	1651	646	1968	2333	1695	899
WP_003899256.1	2564	2199	2566	1637	2485	2385	2126	1627
WP_003411849.1	3807	3637	3078	1646	3269	3566	2902	2028
WP_003411851.1	1534	1266	1112	666	1230	1446	1114	756
WP_003902161.1	5079	4259	2915	1795	4299	3973	3547	2469
